facet,canon_term,variant_count,n_posts,variant
brand,braun,3,4,braun
brand,brawny,2,63,BRAWNY
brand,brawny,2,63,Brawny
brand,breakfast best,1,3,Breakfast Best
brand,breeze,2,3,Breeze
brand,breeze,2,3,breeze
brand,breville,1,9,Breville
brand,breyer,3,16,BREYER
brand,breyer,3,16,Breyer
brand,breyer,3,16,Breyers
brand,bridgford,1,3,Bridgford
brand,briggs stratton,1,4,Briggs & Stratton
brand,brighton,1,6,Brighton
brand,brightroom,1,7,brightroom
brand,bright start,2,6,Bright Starts
brand,bright start,2,6,bright starts
brand,brillo,1,5,Brillo
brand,brim,2,7,BRIM'S
brand,brim,2,7,Brim's
brand,brisk,1,11,Brisk
brand,brita,1,4,Brita
brand,brockum,1,4,Brockum
brand,bronco,3,8,BRONCO
brand,bronco,3,8,Bronco
brand,bronco,3,8,Broncos
brand,brook,1,19,Brooks
brand,brooks brother,1,8,Brooks Brothers
brand,brookstone,1,11,Brookstone
brand,brother,2,21,Brother
brand,brother,2,21,brother
brand,brush buddy,1,3,Brush Buddies
brand,brute,2,3,BRUTE
brand,brute,2,3,Brute
brand,bt,1,5,BTS
brand,bubble,2,8,BUBBLE
brand,bubble,2,8,Bubble
brand,bubblr,2,3,BUBBL'R
brand,bubblr,2,3,Bubbl'r
brand,buc ee,2,12,Buc-ee's
brand,buc ee,2,12,Buc-ees
brand,buck,1,3,Buck
brand,bud light,1,13,Bud Light
brand,budweiser,1,20,Budweiser
brand,buffalo wild wing,2,4,BUFFALO WILD WINGS
brand,buffalo wild wing,2,4,Buffalo Wild Wings
brand,buffy vampire slayer,2,5,Buffy The Vampire Slayer
brand,buffy vampire slayer,2,5,Buffy the Vampire Slayer
brand,bugle,1,5,Bugles
brand,build bear,2,13,Build-A-Bear
brand,build bear,2,13,build a bear
brand,built,2,4,BUILT
brand,built,2,4,Built
brand,buldak,1,5,Buldak
brand,bulls eye 1 2 3,1,3,Bulls Eye 1-2-3
brand,bulova,1,6,Bulova
brand,bumble bee,1,3,Bumble Bee
brand,bunch o balloon,1,4,Bunch O Balloons
brand,bungie,1,5,Bungie
brand,bunnykin,2,3,BUNNYKINS
brand,bunnykin,2,3,Bunnykins
brand,burberry,3,42,BURBERRY
brand,burberry,3,42,Burberry
brand,burberry,3,42,Burberrys
brand,burberry london,1,4,BURBERRY LONDON
brand,burger king,1,14,Burger King
brand,burlington,1,12,Burlington
brand,burts bee,2,20,BURT'S BEES
brand,burts bee,2,20,Burt's Bees
brand,busch,2,4,BUSCH
brand,busch,2,4,Busch
brand,busch light,2,3,BUSCH LIGHT
brand,busch light,2,3,Busch Light
brand,bush,2,4,BUSH'S
brand,bush,2,4,Bush's
brand,bushnell,1,5,Bushnell
brand,butterball,1,4,Butterball
brand,butterfinger,1,4,Butterfinger
brand,buzzy,2,9,BUZZY
brand,buzzy,2,9,Buzzy
brand,bvlgari,2,8,BVLGARI
brand,bvlgari,2,8,Bvlgari
brand,byoma,1,3,BYOMA
brand,bytech,2,3,BYTECH
brand,bytech,2,3,Bytech
brand,c4,1,3,C4
brand,cabela,1,8,Cabela's
brand,caboodle,1,3,Caboodles
brand,cache,2,4,CACHE
brand,cache,2,4,Cache
brand,caché,1,6,Caché
brand,cactus jack,1,3,Cactus Jack
brand,cadbury,1,10,Cadbury
brand,cadillac,1,6,Cadillac
brand,café bustelo,2,5,CAFÉ BUSTELO
brand,café bustelo,2,5,Café Bustelo
brand,calbee,1,3,Calbee
brand,calico critter,2,6,Calico Critters
brand,calico critter,2,6,calico critters
brand,callaway,1,12,Callaway
brand,call of duty,2,12,CALL OF DUTY
brand,call of duty,2,12,Call of Duty
brand,calvin klein,1,39,Calvin Klein
brand,calvin klein jean,1,4,Calvin Klein Jeans
brand,calypso,1,4,Calypso
brand,camel,2,5,CAMEL
brand,camel,2,5,Camel
brand,camila coelho,1,4,Camila Coelho
brand,campbell,1,25,Campbell's
brand,canada dry,1,55,Canada Dry
brand,candy,3,5,Candie's
brand,candy,3,5,Candy
brand,candy,3,5,candie's
brand,candy land,1,3,Candy Land
brand,canidae,2,5,CANIDAE
brand,canidae,2,5,Canidae
brand,canon,2,127,CANON
brand,canon,2,127,Canon
brand,capcom,2,29,CAPCOM
brand,capcom,2,29,Capcom
brand,capcut,1,139,CapCut
brand,cape cod,1,5,Cape Cod
brand,capn crunch,2,14,Cap'n Crunch
brand,capn crunch,2,14,Cap'n Crunch's
brand,capri sun,1,11,Capri Sun
brand,cards against humanity,1,3,Cards Against Humanity
brand,care bear,1,21,Care Bears
brand,carefree,1,11,Carefree
brand,caress,1,4,Caress
brand,carhartt,4,183,CARHARTT
brand,carhartt,4,183,Carhartt
brand,carhartt,4,183,carhartt
brand,carhartt,4,183,carhartts
brand,carl zeiss,1,8,Carl Zeiss
brand,carnival,1,4,Carnival
brand,carolina herrera,2,6,CAROLINA HERRERA
brand,carolina herrera,2,6,Carolina Herrera
brand,carols daughter,1,6,Carol's Daughter
brand,carter,2,12,Carter's
brand,carter,2,12,carter's
brand,cartier,1,21,Cartier
brand,cartoon network,1,4,Cartoon Network
brand,cascade,1,54,Cascade
brand,casella,2,6,Casella
brand,casella,2,6,casella
brand,cash app,1,7,Cash App
brand,casio,2,14,CASIO
brand,casio,2,14,Casio
brand,casper,2,3,CASPER
brand,casper,2,3,Casper
brand,castrol,1,3,Castrol
brand,cat,1,14,CAT
brand,catalina,1,6,Catalina
brand,cat jack,1,9,Cat & Jack
brand,cb2,1,3,CB2
brand,celebrate it,2,6,CELEBRATE IT
brand,celebrate it,2,6,Celebrate It
brand,celine,2,8,CELINE
brand,celine,2,8,Celine
brand,celsiu,2,13,CELSIUS
brand,celsiu,2,13,Celsius
brand,centrum,1,3,Centrum
brand,century,1,3,Century
brand,cerave,1,21,CeraVe
brand,cesar,1,13,Cesar
brand,cetaphil,1,16,Cetaphil
brand,cex,1,3,CeX
brand,cgc,1,5,CGC
brand,chairish,1,19,Chairish
brand,champion,2,54,CHAMPION
brand,champion,2,54,Champion
brand,chanel,2,57,CHANEL
brand,chanel,2,57,Chanel
brand,chap,2,7,CHAPS
brand,chap,2,7,Chaps
brand,chapstick,1,27,ChapStick
brand,charlotte russe,2,10,CHARLOTTE RUSSE
brand,charlotte russe,2,10,Charlotte Russe
brand,charlotte tilbury,1,5,Charlotte Tilbury
brand,charm,2,7,CHARMS
brand,charm,2,7,Charms
brand,charmin,1,126,Charmin
brand,charter club,2,3,CHARTER CLUB
brand,charter club,2,3,Charter Club
brand,chase,2,9,CHASE
brand,chase,2,9,Chase
brand,chase authentic,2,4,CHASE AUTHENTICS
brand,chase authentic,2,4,Chase Authentics
brand,chatgpt,1,10,ChatGPT
brand,checker,1,3,Checkers
brand,checkout 51,1,24,Checkout 51
brand,cheer,2,3,Cheer
brand,cheer,2,3,Cheers
brand,cheerio,1,19,Cheerios
brand,cheeto,1,44,Cheetos
brand,cheez it,2,32,CHEEZ-IT
brand,cheez it,2,32,Cheez-It
brand,chef boyardee,1,6,Chef Boyardee
brand,cherokee,2,6,CHEROKEE
brand,cherokee,2,6,Cherokee
brand,chester,1,3,Chester's
brand,chevrolet,2,48,CHEVROLET
brand,chevrolet,2,48,Chevrolet
brand,chevron,2,4,CHEVRON
brand,chevron,2,4,Chevron
brand,chevy,1,8,Chevy
brand,chewy,2,14,CHEWY
brand,chewy,2,14,Chewy
brand,chex mix,1,7,Chex Mix
brand,chi,1,8,CHI
brand,chia pet,1,3,Chia Pet
brand,chicago bull,2,8,CHICAGO BULLS
brand,chicago bull,2,8,Chicago Bulls
brand,chicco,1,4,Chicco
brand,chick fil,1,12,Chick-fil-A
brand,childrens place,3,8,Children's Place
brand,childrens place,3,8,THE CHILDREN'S PLACE
brand,childrens place,3,8,The Children's Place
brand,chili,1,3,Chili's
brand,chipotle,1,3,Chipotle
brand,chips ahoy,1,25,Chips Ahoy!
brand,chiquita,1,6,Chiquita
brand,chloé,1,4,Chloé
brand,chobani,1,11,Chobani
brand,chomp,2,4,CHOMPS
brand,chomp,2,4,Chomps
brand,christian audigier,2,7,CHRISTIAN AUDIGIER
brand,christian audigier,2,7,Christian Audigier
brand,christian dior,2,16,CHRISTIAN DIOR
brand,christian dior,2,16,Christian Dior
brand,christian louboutin,2,11,CHRISTIAN LOUBOUTIN
brand,christian louboutin,2,11,Christian Louboutin
brand,christian siriano,2,4,CHRISTIAN SIRIANO
brand,christian siriano,2,4,Christian Siriano
brand,christopher bank,1,3,Christopher & Banks
brand,christopher radko,1,3,Christopher Radko
brand,chrome heart,2,7,CHROME HEARTS
brand,chrome heart,2,7,Chrome Hearts
brand,chubby,1,3,Chubbies
brand,chuck e cheese,2,8,Chuck E Cheese
brand,chuck e cheese,2,8,Chuck E. Cheese
brand,chucky,1,5,Chucky
brand,chupa chup,1,3,Chupa Chups
brand,cinemark,1,4,Cinemark
brand,cinnabon,1,4,Cinnabon
brand,cinnamon toast crunch,1,21,Cinnamon Toast Crunch
brand,cinnamoroll,2,3,CINNAMOROLL
brand,cinnamoroll,2,3,Cinnamoroll
brand,cinq à sept,2,3,Cinq à Sept
brand,cinq à sept,2,3,cinq à sept
brand,cirkul,1,4,Cirkul
brand,citristrip,2,9,CITRISTRIP
brand,citristrip,2,9,Citristrip
brand,claire,3,8,Claire's
brand,claire,3,8,Claires
brand,claire,3,8,claire's
brand,clairol,2,9,CLAIROL
brand,clairol,2,9,Clairol
brand,clancy,1,8,Clancy's
brand,clarin,2,5,CLARINS
brand,clarin,2,5,Clarins
brand,claritin,1,7,Claritin
